carat,cut,color,clarity,depth,table,price,x,y,z
0.5,Premium,E,VS2,61.4,59.0,1746,5.13,5.09,3.14
0.34,Ideal,I,IF,61.3,55.0,695,4.52,4.55,2.78
0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52
0.32,Ideal,E,VS2,62.1,54.0,702,4.4,4.42,2.74
0.33,Ideal,D,VS2,62.1,56.0,781,4.44,4.48,2.77
1.5,Good,D,SI1,63.1,57.0,11756,7.24,7.31,4.59
0.6,Good,I,VS1,60.1,62.0,1378,5.42,5.49,3.28
0.3,Ideal,F,VS2,62.1,55.0,605,4.26,4.31,2.66
0.24,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
1.15,Premium,D,SI1,61.1,53.0,7213,6.83,6.76,4.15
0.58,Ideal,F,VVS2,61.8,56.0,2263,5.37,5.41,3.33
1.01,Fair,G,VS2,64.9,56.0,4887,6.27,6.21,4.05
1.02,Premium,H,SI1,59.6,57.0,5055,6.63,6.55,3.93
1.08,Premium,D,SI2,62.1,58.0,5138,6.62,6.59,4.1
0.94,Very Good,E,SI2,62.0,58.0,3886,6.23,6.29,3.88
1.07,Ideal,H,SI2,59.2,57.0,4434,6.7,6.64,3.95
0.3,Ideal,E,VS2,62.1,55.0,844,4.33,4.3,2.68
0.38,Good,F,VS2,62.7,58.0,752,4.56,4.6,2.87
0.52,Very Good,D,SI1,60.5,61.0,1408,5.19,5.23,3.15
0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2
0.81,Premium,G,SI2,62.5,57.0,2515,5.95,5.89,3.7
1.08,Good,D,SI1,63.8,59.0,5821,6.39,6.47,4.1
0.39,Very Good,G,VS2,59.8,61.0,734,4.72,4.75,2.83
0.5,Fair,F,VS1,62.9,68.0,1348,5.02,4.96,3.14
0.7,Very Good,E,VS1,61.1,55.0,3061,5.72,5.77,3.51
0.31,Premium,G,VS1,62.4,59.0,802,4.34,4.32,2.7
0.25,Very Good,F,VVS2,63.0,57.0,548,3.98,4.08,2.54
1.07,Good,D,SI2,61.0,62.0,4710,6.6,6.68,4.05
0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87
0.26,Ideal,H,VS1,62.6,56.0,448,4.07,4.09,2.55
0.31,Ideal,G,IF,62.7,57.0,988,4.34,4.31,2.71
2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81
1.5,Good,I,VS2,61.9,60.0,8316,7.25,7.28,4.5
0.7,Good,I,VS2,57.1,61.0,2010,5.9,5.93,3.38
1.03,Very Good,J,VS1,63.4,58.0,4292,6.36,6.42,4.05
0.65,Ideal,E,VS2,62.0,56.0,2282,5.6,5.57,3.46
0.4,Very Good,G,VVS1,61.7,58.0,1123,4.69,4.71,2.9
0.75,Fair,D,SI1,65.1,57.0,2376,5.64,5.6,3.66
0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
0.31,Good,I,SI1,64.3,55.0,488,4.29,4.27,2.75
0.32,Good,E,VS1,59.5,64.0,756,4.42,4.45,2.64
0.42,Ideal,G,IF,62.3,54.0,1289,4.82,4.85,3.01
2.31,Premium,J,VVS1,62.1,58.0,16100,8.49,8.42,5.25
0.51,Very Good,E,VS1,58.1,60.0,1583,5.28,5.32,3.08
1.06,Very Good,J,SI2,62.0,58.0,3754,6.45,6.53,4.04
0.33,Premium,D,VS2,60.7,58.0,1002,4.5,4.46,2.72
0.31,Premium,G,VS1,62.1,58.0,625,4.31,4.35,2.69
1.15,Very Good,E,SI2,61.7,60.0,4250,6.7,6.78,4.16
0.51,Premium,F,SI1,59.4,60.0,1308,5.19,5.21,3.09
0.31,Premium,G,SI1,61.8,60.0,593,4.35,4.32,2.68
0.93,Premium,G,VS2,62.2,59.0,4834,6.21,6.26,3.88
0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66
0.7,Very Good,G,VS2,62.7,57.0,2507,5.65,5.7,3.56
0.32,Premium,J,VS1,61.7,58.0,540,4.4,4.38,2.71
2.16,Ideal,J,VS1,61.4,55.0,18462,8.34,8.27,5.1
1.15,Good,H,VS1,64.3,54.0,5935,6.66,6.62,4.27
1.05,Ideal,G,VVS1,60.1,57.0,8546,6.63,6.68,4.0
0.71,Very Good,E,VS2,63.7,58.0,2922,5.6,5.64,3.58
1.7,Very Good,J,VS1,63.6,58.0,9683,7.52,7.54,4.79
1.03,Ideal,G,VS2,60.3,56.0,6229,6.59,6.55,3.96
0.41,Very Good,G,VVS2,61.1,55.0,932,4.8,4.82,2.94
1.59,Very Good,I,VS2,60.5,63.0,10106,7.52,7.45,4.53
0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88
0.7,Very Good,E,VVS2,61.5,58.0,3429,5.67,5.71,3.5
0.7,Very Good,F,VS2,62.2,56.0,2400,5.7,5.74,3.56
2.19,Good,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
1.51,Premium,G,SI1,60.3,59.0,9710,7.39,7.44,4.47
0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47
1.01,Ideal,G,SI1,63.0,57.0,5555,6.37,6.4,4.02
1.58,Very Good,H,VS2,61.4,60.0,10608,7.49,7.44,4.58
1.36,Very Good,J,SI1,62.0,59.0,5723,7.01,7.06,4.36
0.4,Very Good,F,SI1,59.6,58.0,694,4.81,4.82,2.87
1.01,Premium,H,VS2,61.6,59.0,5166,6.45,6.47,3.98
1.1,Ideal,H,VVS2,59.7,58.0,6616,6.76,6.7,4.01
0.4,Ideal,I,VS2,62.5,57.0,727,4.67,4.71,2.93
0.71,Premium,G,VS1,60.9,58.0,2694,5.77,5.73,3.5
0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
0.25,Good,E,VVS1,61.3,61.0,575,4.04,4.08,2.49
0.33,Very Good,E,SI2,60.0,59.0,463,4.47,4.49,2.69
0.63,Ideal,G,SI1,62.3,58.0,1711,5.44,5.48,3.4
0.5,Ideal,H,IF,62.4,54.0,1844,5.1,5.13,3.19
0.38,Ideal,F,VS2,62.2,57.0,800,4.6,4.63,2.87
0.4,Very Good,D,VS2,64.4,52.0,915,4.63,4.68,3.0
0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64
0.51,Ideal,E,SI1,61.7,55.0,1343,5.13,5.17,3.18
1.23,Premium,G,SI1,62.5,59.0,6909,6.84,6.77,4.25
0.34,Premium,E,SI1,61.9,59.0,765,4.48,4.44,2.76
1.45,Fair,J,SI2,58.6,68.0,4570,7.45,7.33,4.34
2.11,Ideal,J,VS2,61.2,55.0,14638,8.33,8.3,5.09
2.01,Premium,E,SI2,62.0,61.0,17179,8.1,8.04,5.0
0.3,Ideal,E,VS2,62.4,57.0,844,4.29,4.24,2.66
0.57,Very Good,D,VS2,60.4,57.0,1651,5.35,5.38,3.24
0.71,Ideal,E,VS2,62.5,56.0,3304,5.69,5.71,3.56
0.4,Premium,G,VS2,60.4,58.0,966,4.78,4.75,2.88
0.36,Premium,H,VS1,60.8,59.0,810,4.62,4.59,2.8
0.75,Premium,D,SI1,59.2,58.0,3024,5.96,5.93,3.52
0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79
1.0,Premium,G,VVS1,62.9,53.0,7848,6.39,6.32,4.0
1.13,Ideal,E,VVS1,61.5,56.0,11641,6.68,6.71,4.12
0.39,Ideal,D,VS1,61.8,54.0,988,4.69,4.73,2.91
1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
0.39,Very Good,E,VS2,61.3,61.0,889,4.66,4.7,2.87
1.4,Ideal,G,VVS1,60.8,57.0,15134,7.21,7.23,4.39
1.3,Very Good,J,VS2,63.3,57.0,4106,6.98,6.96,4.41
1.5,Ideal,J,SI1,61.1,56.7,7520,7.35,7.38,4.5
0.32,Ideal,E,SI1,63.2,55.0,528,4.37,4.33,2.75
1.31,Very Good,I,SI2,63.5,55.0,5612,6.97,6.89,4.4
0.5,Premium,F,VS2,60.9,58.0,1436,5.1,5.14,3.12
0.31,Ideal,F,VVS1,62.0,55.0,828,4.34,4.37,2.7
1.11,Premium,F,VS1,60.7,59.0,7623,6.64,6.61,4.02
0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89
0.71,Very Good,G,SI1,62.9,56.0,2184,5.68,5.73,3.59
0.31,Premium,E,VS1,61.0,58.0,942,4.39,4.37,2.67
1.02,Premium,H,SI2,59.2,59.0,3769,6.57,6.54,3.88
1.01,Premium,J,I1,60.7,59.0,2488,6.39,6.42,3.89
0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38
0.3,Very Good,H,VS1,62.9,57.0,526,4.26,4.29,2.69
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23
0.24,Very Good,D,VS1,62.2,58.0,419,3.95,3.99,2.47
0.56,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29
0.9,Very Good,D,SI1,62.4,63.0,3997,6.18,6.15,3.85
0.57,Ideal,E,VVS2,62.1,54.6,2442,5.31,5.35,3.31
1.02,Premium,D,SI2,61.5,58.0,4381,6.51,6.33,3.95
1.01,Very Good,G,VVS1,63.1,59.0,7412,6.42,6.33,4.02
2.05,Premium,J,VS1,62.5,60.0,15109,8.14,8.09,5.07
1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97
0.35,Ideal,F,IF,60.7,57.0,1073,4.6,4.56,2.78
0.3,Very Good,I,SI1,61.6,62.0,394,4.27,4.3,2.64
0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82
0.75,Good,F,I1,64.0,59.0,1013,5.78,5.62,3.66
1.04,Ideal,G,SI2,61.7,56.0,4455,6.57,6.52,4.04
0.33,Ideal,E,SI1,62.4,56.0,579,4.41,4.43,2.76
0.72,Ideal,E,SI1,62.6,56.0,2907,5.7,5.73,3.58
0.31,Ideal,H,SI1,61.3,55.0,421,4.35,4.39,2.68
1.71,Good,J,VS2,62.8,58.0,8831,7.48,7.55,4.72
0.57,Ideal,F,SI1,61.4,57.0,1571,5.35,5.3,3.27
0.3,Good,I,SI1,63.8,57.0,394,4.19,4.27,2.7
0.53,Ideal,G,VS1,61.5,57.0,1791,5.21,5.23,3.21
0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68
1.0,Good,D,SI2,61.1,61.0,4727,6.37,6.43,3.91
1.62,Premium,J,SI2,61.8,59.0,5157,7.48,7.44,4.61
0.51,Ideal,D,VS1,62.5,57.0,1779,5.08,5.13,3.19
0.8,Very Good,F,VS1,63.7,56.0,3460,5.87,5.9,3.75
0.78,Premium,H,SI1,60.0,60.0,2489,5.93,5.92,3.62
0.9,Good,G,VS1,61.0,62.0,4395,6.16,6.24,3.78
0.52,Good,G,IF,59.8,57.0,2093,5.24,5.27,3.14
0.3,Ideal,E,VVS1,61.3,57.0,1071,4.32,4.36,2.66
0.7,Good,D,SI2,59.3,64.0,2312,5.8,5.76,3.43
0.43,Ideal,E,VS2,62.1,56.0,1048,4.87,4.83,3.01
0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95
0.54,Ideal,F,VS2,60.3,55.0,1662,5.26,5.32,3.19
1.13,Very Good,H,SI2,62.7,55.0,4661,6.61,6.69,4.17
1.51,Good,J,SI1,62.4,64.0,7162,7.31,7.23,4.54
0.3,Premium,H,SI1,60.8,61.0,540,4.3,4.25,2.6
1.45,Very Good,J,VS2,62.6,58.0,6980,7.28,7.16,4.52
0.64,Ideal,I,SI2,61.2,55.0,1257,5.54,5.6,3.41
1.51,Good,H,VS2,63.8,56.0,7949,7.24,7.17,4.6
0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88
0.33,Premium,D,SI2,59.5,59.0,631,4.5,4.48,2.67
0.71,Good,H,VS1,63.6,55.0,2315,5.58,5.65,3.57
0.36,Ideal,F,VVS2,61.7,57.0,896,4.58,4.61,2.83
1.02,Premium,G,SI1,63.0,55.0,4718,6.45,6.4,4.05
0.4,Ideal,H,VVS2,62.3,57.0,877,4.71,4.73,2.94
0.28,Very Good,E,VS2,60.4,59.0,487,4.22,4.26,2.56
0.35,Ideal,E,SI1,60.9,55.0,788,4.57,4.53,2.77
0.3,Very Good,I,VS1,61.8,63.0,442,4.26,4.29,2.64
0.61,Ideal,F,VS1,61.8,57.0,2283,5.43,5.47,3.37
0.91,Premium,F,SI2,59.8,58.0,2564,6.29,6.26,3.75
0.3,Ideal,E,SI1,62.1,56.0,499,4.31,4.36,2.69
0.51,Premium,D,SI1,59.9,61.0,1574,5.18,5.14,3.09
1.11,Ideal,E,SI1,62.1,55.0,7218,6.66,6.68,4.14
0.7,Very Good,I,VS2,62.3,58.0,2273,5.58,5.65,3.5
0.72,Ideal,G,SI2,61.7,56.0,2177,5.76,5.71,3.54
0.35,Ideal,D,VS2,61.9,55.0,1063,4.54,4.5,2.8
1.61,Premium,H,SI1,62.5,58.0,10942,7.51,7.46,4.68
1.54,Good,J,I1,61.7,60.0,4492,7.26,7.32,4.5
0.45,Ideal,G,VVS1,61.7,56.0,1358,4.96,4.93,3.05
0.46,Good,E,VVS2,60.7,62.0,1778,4.97,5.01,3.03
0.7,Very Good,G,IF,63.0,59.0,3725,5.58,5.62,3.53
0.31,Ideal,G,VS1,62.1,55.0,625,4.33,4.37,2.7
1.51,Very Good,G,SI1,59.6,60.0,11029,7.43,7.47,4.44
2.01,Ideal,G,SI1,61.6,57.0,12829,8.08,8.0,4.95
0.3,Ideal,F,VVS1,62.6,55.0,814,4.28,4.31,2.69
0.71,Good,J,VS2,60.6,61.0,1922,5.7,5.79,3.48
0.56,Ideal,H,VS2,61.2,57.0,1388,5.29,5.33,3.25
0.55,Ideal,F,VS1,61.5,56.0,1896,5.26,5.3,3.25
0.41,Ideal,H,VS1,62.7,56.0,827,4.73,4.77,2.98
0.5,Good,E,SI1,64.0,56.0,1090,5.03,4.97,3.2
0.3,Ideal,F,IF,61.8,55.0,873,4.31,4.33,2.67
0.51,Very Good,E,VS2,63.3,55.0,1638,5.12,5.09,3.23
0.45,Very Good,G,VVS1,62.2,58.0,1327,4.9,4.97,3.07
1.7,Premium,G,VVS2,61.5,60.0,17228,7.64,7.59,4.68
0.3,Ideal,E,VVS2,61.4,55.0,1053,4.34,4.36,2.67
0.32,Premium,H,SI2,61.8,55.0,517,4.42,4.35,2.71
1.25,Premium,J,VS1,62.2,58.0,5637,6.88,6.92,4.29
1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59
0.3,Premium,I,VS1,61.7,58.0,473,4.27,4.32,2.65
1.2,Premium,H,VS2,62.8,59.0,6500,6.75,6.7,4.22
0.41,Ideal,F,SI1,61.4,56.0,824,4.77,4.8,2.94
1.15,Ideal,G,SI1,61.7,56.0,5224,6.72,6.76,4.16
0.44,Good,F,SI1,56.9,61.0,1018,5.12,5.07,2.9
0.82,Ideal,D,SI1,61.9,56.0,4113,5.99,6.02,3.72
0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
1.01,Ideal,E,VS2,61.3,57.0,6968,6.49,6.46,3.97
0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
0.4,Ideal,J,SI1,61.6,56.0,612,4.72,4.77,2.93
0.47,Ideal,D,VS1,60.5,57.0,2086,5.04,5.07,3.06
2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81
1.22,Ideal,H,VS2,61.9,55.0,4914,6.88,6.83,4.24
1.32,Very Good,G,SI2,61.6,57.0,7173,6.98,7.05,4.32
0.6,Ideal,D,VVS2,61.9,55.0,3382,5.41,5.45,3.36
1.01,Premium,H,VS1,60.9,62.0,5000,6.52,6.49,3.96
0.3,Very Good,H,VVS2,60.6,58.0,605,4.33,4.35,2.63
0.55,Ideal,D,VS1,61.7,55.0,1890,5.25,5.26,3.24
0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
0.71,Premium,F,SI2,62.3,60.0,2169,5.7,5.67,3.54
0.41,Ideal,I,VVS1,62.3,53.0,785,4.77,4.79,2.98
1.41,Premium,G,SI1,59.5,59.0,8758,7.35,7.3,4.36
0.9,Ideal,E,SI2,61.8,56.0,4770,6.18,6.22,3.83
0.33,Ideal,D,SI1,62.4,54.0,608,4.41,4.44,2.76
0.72,Very Good,H,SI1,63.0,58.0,2198,5.68,5.71,3.59
0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22
0.33,Premium,I,VVS1,61.9,60.0,608,4.41,4.44,2.74
1.01,Premium,I,SI2,62.6,58.0,3818,6.43,6.38,4.01
0.76,Premium,D,SI1,61.6,59.0,2942,5.84,5.82,3.59
0.77,Very Good,F,SI1,59.6,60.0,3044,5.95,5.97,3.55
0.41,Ideal,G,SI1,61.4,56.0,759,4.81,4.83,2.96
1.51,Very Good,E,SI2,63.4,59.0,9513,7.26,7.19,4.58
1.2,Ideal,D,VS1,61.0,59.0,11053,6.79,6.85,4.16
0.9,Very Good,E,SI1,62.2,60.0,4054,6.14,6.17,3.83
0.71,Fair,D,VS2,55.6,73.0,2368,6.01,5.96,3.33
1.37,Very Good,H,VS1,62.0,59.0,9046,7.08,7.12,4.4
0.51,Premium,F,VS1,60.7,59.0,1627,5.11,5.13,3.11
1.31,Very Good,H,VS2,60.4,58.0,8261,7.04,7.09,4.27
0.5,Good,G,VS1,61.9,61.5,1565,5.03,5.04,3.12
1.22,Very Good,J,SI2,62.6,58.0,4652,6.78,6.84,4.26
1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
0.3,Ideal,G,IF,61.0,56.0,844,4.34,4.37,2.65
0.72,Ideal,D,SI1,62.2,56.0,3322,5.77,5.74,3.58
0.32,Ideal,E,IF,62.3,53.0,1018,4.39,4.41,2.74
2.2,Premium,I,SI2,63.0,59.0,15238,8.22,8.19,5.17
1.0,Ideal,D,IF,60.7,57.0,16469,6.44,6.48,3.92
0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94
0.33,Premium,H,VS1,59.2,58.0,579,4.5,4.55,2.68
0.51,Very Good,E,VS1,61.8,54.7,1970,5.12,5.15,31.8
1.02,Premium,F,SI2,63.0,58.0,4398,6.43,6.37,4.03
0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
0.73,Good,E,SI1,57.9,55.0,2749,6.0,5.96,3.46
0.41,Very Good,F,SI1,62.6,55.0,755,4.74,4.78,2.98
0.6,Ideal,F,VVS2,60.8,57.0,2856,5.44,5.49,3.32
1.07,Very Good,H,VS2,61.3,58.0,5820,6.59,6.62,4.05
1.58,Ideal,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63
0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15
0.29,Very Good,G,VVS2,60.9,57.0,541,4.28,4.32,2.61
0.73,Ideal,I,VVS2,60.1,56.0,2451,5.88,5.86,3.53
0.41,Premium,H,SI1,60.0,61.0,876,4.83,4.77,2.88
0.37,Premium,F,VS2,59.7,62.0,894,4.7,4.68,2.8
0.54,Good,D,SI1,57.9,60.0,1767,5.36,5.39,3.11
0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85
0.42,Good,F,SI2,64.1,56.0,646,4.76,4.72,3.04
0.3,Very Good,G,VVS2,61.3,58.0,684,4.28,4.34,2.64
1.09,Ideal,G,VS1,61.7,54.0,7992,6.65,6.7,4.12
0.52,Premium,G,VVS2,61.1,59.0,2012,5.2,5.15,3.16
0.31,Premium,F,VS1,61.8,60.0,872,4.39,4.35,2.7
1.32,Ideal,G,VVS2,61.6,56.0,13261,7.03,7.08,4.35
1.51,Very Good,G,VS2,64.0,56.0,13068,7.22,7.3,4.65
1.01,Premium,F,VS2,60.9,58.0,6446,6.47,6.41,3.92
0.35,Ideal,H,IF,61.7,54.0,859,4.53,4.55,2.8
0.71,Premium,E,SI2,62.7,59.0,2322,5.66,5.7,3.56
0.38,Ideal,H,VS1,60.6,57.0,1117,4.73,4.7,2.85
1.5,Good,E,SI2,63.9,58.0,9072,7.26,7.21,4.62
1.0,Premium,H,SI2,63.0,61.0,4088,6.35,6.31,3.99
0.5,Premium,E,VS2,61.8,58.0,1746,5.11,5.05,3.14
1.02,Ideal,G,VVS1,61.5,57.0,8317,6.47,6.44,3.97
0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
0.44,Ideal,F,SI1,61.4,56.0,761,4.89,4.94,3.02
0.71,Ideal,H,IF,61.2,56.0,3146,5.74,5.79,3.53
0.42,Ideal,D,VS1,61.4,55.0,1075,4.9,4.8,2.98
0.74,Very Good,J,VS2,60.8,58.0,2003,5.79,5.85,3.54
0.32,Good,E,SI1,63.3,56.0,561,4.34,4.35,2.75
1.64,Premium,H,SI1,59.2,58.0,10874,7.76,7.68,4.57
0.7,Very Good,E,VS2,62.4,58.0,2952,5.66,5.68,3.54
0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98
0.42,Premium,G,VS2,59.5,59.0,1087,4.89,4.83,2.89
0.34,Ideal,D,SI1,61.3,57.0,626,4.44,4.5,2.74
0.38,Ideal,D,VVS1,62.0,57.0,1173,4.6,4.69,2.88
0.7,Premium,E,SI1,61.1,60.0,1971,5.69,5.56,3.44
2.1,Very Good,I,SI2,60.6,60.0,12612,8.29,8.33,5.04
0.44,Very Good,G,SI2,60.6,55.0,1016,4.94,4.96,3.0
0.7,Very Good,D,SI1,61.1,61.0,2724,5.67,5.76,3.49
0.52,Premium,G,VVS2,61.1,59.0,1911,5.15,5.2,3.16
1.23,Good,I,SI1,60.7,61.0,6165,6.91,6.93,4.2
0.42,Ideal,G,VVS2,61.3,56.0,1103,4.82,4.81,2.95
1.01,Ideal,F,VVS2,63.0,57.0,9463,6.36,6.4,4.02
1.86,Good,G,SI2,63.8,55.0,9791,7.79,7.73,4.95
0.28,Ideal,H,VS1,62.2,54.0,476,4.18,4.21,2.61
1.0,Premium,F,VS1,62.6,58.0,7244,6.4,6.37,4.0
0.71,Good,E,SI2,64.0,56.0,1816,5.68,5.61,3.62
1.51,Good,D,SI1,64.1,62.0,9674,7.21,7.15,4.6
1.2,Very Good,H,SI2,60.2,58.0,5408,6.88,6.94,4.16
0.41,Very Good,E,SI1,61.5,61.0,705,4.75,4.78,2.93
0.32,Premium,E,IF,61.6,58.0,1170,4.39,4.38,2.7
0.35,Premium,F,SI1,62.3,58.0,748,4.53,4.49,2.81
1.22,Very Good,G,SI1,63.4,56.0,6421,6.75,6.78,4.29
0.58,Premium,E,VS1,61.8,55.0,2192,5.39,5.35,3.32
0.3,Ideal,E,VVS1,61.2,58.0,838,4.28,4.31,2.63
1.0,Premium,E,VS2,60.4,57.0,6720,6.49,6.46,3.91
1.56,Ideal,E,SI2,61.2,56.0,8518,7.53,7.49,4.59
0.41,Ideal,F,VS1,61.5,55.0,1180,4.8,4.83,2.96
0.5,Very Good,G,SI1,62.3,58.0,1153,5.06,5.08,3.16
0.32,Premium,F,VS2,61.7,58.0,645,4.38,4.41,2.71
2.02,Premium,D,SI2,61.1,57.0,12108,8.12,8.05,4.94
0.56,Ideal,F,SI1,61.4,57.0,1441,5.3,5.28,3.25
0.46,Ideal,H,VS2,61.5,55.0,1252,4.98,5.01,3.07
0.71,Ideal,F,SI1,61.6,56.0,2416,5.71,5.75,3.53
0.93,Ideal,F,SI2,62.0,57.0,3266,6.31,6.28,3.9
1.46,Ideal,G,VS2,62.3,56.0,10302,7.28,7.2,4.51
0.35,Very Good,H,VVS2,61.0,57.0,650,4.54,4.57,2.77
2.0,Very Good,J,SI2,62.8,57.0,11510,8.02,8.05,5.04
0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
1.69,Ideal,D,SI1,60.8,57.0,15011,7.69,7.71,4.68
0.3,Very Good,G,VS1,61.4,58.0,605,4.32,4.35,2.66
0.47,Very Good,G,VS1,60.5,59.4,1203,5.03,5.08,3.06
2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03
1.0,Good,E,VS2,57.4,58.0,6160,6.61,6.57,3.78
2.07,Ideal,J,VVS2,62.7,54.0,16617,8.12,8.17,5.11
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23
0.43,Premium,F,VS2,61.2,59.0,968,4.87,4.84,2.97
0.56,Ideal,E,VS2,61.5,57.0,1915,5.3,5.27,3.25
1.21,Premium,I,SI1,62.1,56.0,5421,6.92,6.76,4.25
0.51,Very Good,F,VS2,63.1,59.0,1552,5.1,5.04,3.2
0.71,Very Good,I,VS2,59.5,57.0,2111,5.85,5.88,3.49
1.52,Very Good,D,SI2,61.2,63.0,9030,7.39,7.31,4.5
0.53,Premium,F,VS1,61.5,61.0,1558,5.17,5.11,3.16
0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
1.51,Ideal,I,VS2,60.6,56.0,9442,7.44,7.47,4.52
0.26,Ideal,H,VS1,62.1,56.0,448,4.13,4.15,2.56
0.31,Premium,F,VVS1,59.7,59.0,1028,4.49,4.45,2.67
0.9,Very Good,E,SI2,63.5,58.0,3697,6.08,6.14,3.88
1.5,Ideal,G,VS2,62.0,55.0,13135,7.33,7.36,4.56
0.38,Ideal,E,VVS1,61.3,55.0,1200,4.67,4.72,2.88
0.4,Very Good,G,SI1,62.8,60.0,702,4.66,4.7,2.94
1.2,Very Good,G,VS1,61.0,59.0,8577,6.81,6.86,4.17
0.78,Ideal,D,VS1,62.1,55.0,4336,5.9,5.95,3.68
0.58,Ideal,E,VS2,62.3,54.0,1809,5.43,5.39,3.37
1.53,Ideal,G,VS2,61.6,57.0,13369,7.4,7.3,4.53
0.3,Very Good,H,VVS1,61.3,61.0,684,4.26,4.29,2.62
0.3,Ideal,F,SI1,60.2,56.0,475,4.36,4.41,2.64
0.33,Ideal,E,VS2,62.1,56.0,723,4.43,4.46,2.76
0.5,Good,D,SI1,61.1,64.0,1374,5.05,5.07,3.09
1.21,Ideal,J,VS2,62.2,57.0,4879,6.78,6.82,4.23
1.14,Ideal,F,SI2,61.7,56.0,4591,6.71,6.67,4.13
1.13,Premium,E,SI1,60.8,58.0,5179,6.77,6.71,4.1
0.36,Premium,F,VS1,60.7,58.0,1013,4.62,4.57,2.79
0.24,Very Good,F,VVS2,62.8,58.0,552,3.95,3.98,2.49
1.7,Premium,G,SI1,62.4,59.0,9777,7.63,7.57,4.74
0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68
0.72,Fair,I,VVS2,65.7,57.0,2131,5.56,5.64,3.68
0.32,Ideal,G,IF,61.3,55.0,918,4.43,4.47,2.73
0.51,Premium,D,VS1,59.5,57.0,1873,5.24,5.21,3.11
0.9,Premium,D,SI1,61.7,56.0,3568,6.16,6.09,3.78
0.43,Good,G,SI1,63.6,55.0,704,4.79,4.83,3.06
0.42,Ideal,E,VVS2,61.8,56.0,1273,4.8,4.78,2.96
1.06,Good,I,VS1,58.8,62.0,4887,6.65,6.72,3.93
0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
0.51,Very Good,H,VVS1,60.9,56.0,1668,5.17,5.22,3.16
1.01,Very Good,G,VS1,61.9,58.0,6152,6.42,6.5,4.0
0.31,Ideal,E,VS1,61.9,54.4,685,4.33,4.37,2.69
0.31,Ideal,G,VS1,61.3,56.0,802,4.38,4.36,2.68
0.41,Very Good,E,SI1,63.1,57.0,904,4.78,4.73,3.0
0.31,Ideal,E,VS2,61.8,56.0,680,4.34,4.36,2.69
1.02,Premium,H,SI2,59.2,59.0,3701,6.57,6.54,3.88
